source,drugbank_name,target,side_effect_name
DB00575,Clonidine,C0028084,Nightmare
DB00575,Clonidine,C0028734,Nocturia
DB00575,Clonidine,C0264893,Nodal arrhythmia
DB00575,Clonidine,C0013604,Oedema
DB00575,Clonidine,C2363730,Oropharyngeal discomfort
DB00575,Clonidine,C2363731,Oropharyngeal pain
DB00575,Clonidine,C0020651,Orthostatic hypotension
DB00575,Clonidine,C0271429,Otitis media acute
DB00575,Clonidine,C0030193,Pain
DB00575,Clonidine,C0030196,Pain in extremity
DB00575,Clonidine,C0030232,Pallor
DB00575,Clonidine,C0030252,Palpitations
DB00575,Clonidine,C0332563,Papule
DB00575,Clonidine,C0030554,Paraesthesia
DB00575,Clonidine,C0239385,Paresthesia of limbs
DB00575,Clonidine,C0030583,Parotitis
DB00575,Clonidine,C0042023,Pollakiuria
DB00575,Clonidine,C0033774,Pruritus
DB00575,Clonidine,C0015230,Rash
DB00575,Clonidine,C0497365,Rash generalised
DB00575,Clonidine,C0221201,Rash macular
DB00575,Clonidine,C0423791,Rash maculo-papular
DB00575,Clonidine,C0520540,Rebound hypertension
DB00575,Clonidine,C1145670,Respiratory failure
DB00575,Clonidine,C0035455,Rhinitis
DB00575,Clonidine,C1260880,Rhinorrhoea
DB00575,Clonidine,C0235338,Salivary gland pain
DB00575,Clonidine,C1325847,Sensitisation
DB00575,Clonidine,C0549622,Sexual dysfunction
DB00575,Clonidine,C0036974,Shock
DB00575,Clonidine,C0037052,Sick sinus syndrome
DB00575,Clonidine,C0085610,Sinus bradycardia
DB00575,Clonidine,C0037274,Skin disorder
DB00575,Clonidine,C0162834,Skin hyperpigmentation
DB00575,Clonidine,C0037299,Skin ulcer
DB00575,Clonidine,C0851578,Sleep disorder
DB00575,Clonidine,C0037317,Sleep disturbance
DB00575,Clonidine,C0037320,Sleep terror
DB00575,Clonidine,C0037383,Sneezing
DB00575,Clonidine,C2830004,Somnolence
DB00575,Clonidine,C0241705,Strangury
DB00575,Clonidine,C0038990,Sweating
DB00575,Clonidine,C0039070,Syncope
DB00575,Clonidine,C0039231,Tachycardia
DB00575,Clonidine,C0424109,Tearfulness
DB00575,Clonidine,C0233494,Tension
DB00575,Clonidine,C0039971,Thirst
DB00575,Clonidine,C0242429,Throat sore
DB00575,Clonidine,C0040034,Thrombocytopenia
DB00575,Clonidine,C0040264,Tinnitus
DB00575,Clonidine,C0040822,Tremor
DB00575,Clonidine,C0178298,Unspecified disorder of skin and subcutaneous tissue
DB00575,Clonidine,C0041912,Upper respiratory tract infection
DB00575,Clonidine,C0080274,Urinary retention
DB00575,Clonidine,C0042029,Urinary tract infection
DB00575,Clonidine,C0042109,Urticaria
DB00575,Clonidine,C0152517,Viral diarrhoea
DB00575,Clonidine,C0344232,Vision blurred
DB00575,Clonidine,C0344320,Vivid dreams
DB00575,Clonidine,C0042963,Vomiting
DB00575,Clonidine,C0043094,Weight increased
DB00575,Clonidine,C0857468,Withdrawal hypertension
DB00575,Clonidine,C0038587,Withdrawal syndrome
DB00705,Delavirdine,C0000729,Abdominal cramps
DB00705,Delavirdine,C0000731,Abdominal distension
DB00705,Delavirdine,C0000737,Abdominal pain
DB00705,Delavirdine,C0344304,Abdominal pain generalised
DB00705,Delavirdine,C0000833,Abscess
DB00705,Delavirdine,C0234238,Ache
DB00705,Delavirdine,C0001175,Acquired immunodeficiency syndrome
DB00705,Delavirdine,C0240671,Activated partial thromboplastin time prolonged
DB00705,Delavirdine,C1963951,Acute overdose
DB00705,Delavirdine,C0233472,Affect lability
DB00705,Delavirdine,C0085631,Agitation
DB00705,Delavirdine,C0151474,Alcohol intolerance
DB00705,Delavirdine,C0750857,Alkaline phosphatase serum increased
DB00705,Delavirdine,C0002170,Alopecia
DB00705,Delavirdine,C0002453,Amenorrhoea
DB00705,Delavirdine,C0002622,Amnesia
DB00705,Delavirdine,C0151479,Amylase increased
DB00705,Delavirdine,C0002871,Anaemia
DB00705,Delavirdine,C0002994,Angioedema
DB00705,Delavirdine,C0687707,Anorectal disorder
DB00705,Delavirdine,C0003123,Anorexia
DB00705,Delavirdine,C0003467,Anxiety
DB00705,Delavirdine,C0221470,Aphagia
DB00705,Delavirdine,C0038363,Aphthous stomatitis
DB00705,Delavirdine,C0853714,Application site pruritus
DB00705,Delavirdine,C0003862,Arthralgia
DB00705,Delavirdine,C0003864,Arthritis
DB00705,Delavirdine,C0151904,Aspartate aminotransferase increased
DB00705,Delavirdine,C0004093,Asthenia
DB00705,Delavirdine,C0004364,Autoimmune disorder
DB00705,Delavirdine,C0004604,Back pain
DB00705,Delavirdine,C0005741,Blepharitis
DB00705,Delavirdine,C0005758,Blister
DB00705,Delavirdine,C0852911,Blood alkaline phosphatase increased
DB00705,Delavirdine,C0235431,Blood creatinine increased
DB00705,Delavirdine,C1321898,Blood in stool
DB00705,Delavirdine,C0853692,Blood triglycerides increased
DB00705,Delavirdine,C0235416,Blood uric acid increased
DB00705,Delavirdine,C0015967,Body temperature increased
DB00705,Delavirdine,C0005940,Bone disorder
DB00705,Delavirdine,C0151825,Bone pain
DB00705,Delavirdine,C0428977,Bradycardia
DB00705,Delavirdine,C2225524,Breast enlargement
DB00705,Delavirdine,C0006147,Breast feeding
DB00705,Delavirdine,C0006277,Bronchitis
DB00705,Delavirdine,C0520573,Buffalo hump
DB00705,Delavirdine,C0006840,Candida infection
DB00705,Delavirdine,C0018801,Cardiac failure
DB00705,Delavirdine,C0878544,Cardiomyopathy
DB00705,Delavirdine,C0235198,Cerebration impaired
DB00705,Delavirdine,C0008031,Chest pain
DB00705,Delavirdine,C0085593,Chills
DB00705,Delavirdine,C0541832,Chromaturia
DB00705,Delavirdine,C0009241,Cognitive disorder
DB00705,Delavirdine,C0338656,Cognitive impairment
DB00705,Delavirdine,C0009319,Colitis
DB00705,Delavirdine,C0009676,Confusional state
DB00705,Delavirdine,C0009763,Conjunctivitis
DB00705,Delavirdine,C0009806,Constipation
DB00705,Delavirdine,C0009938,Contusion
DB00705,Delavirdine,C0520966,Coordination abnormal
DB00705,Delavirdine,C0010200,Cough
DB00705,Delavirdine,C0026821,Cramp muscle
DB00705,Delavirdine,C0023218,Cramps of lower extremities
DB00705,Delavirdine,C0014511,Cyst epidermal
DB00705,Delavirdine,C0232462,Decreased appetite
DB00705,Delavirdine,C0086132,Depressive symptom
DB00705,Delavirdine,C0241060,Dermal cyst
DB00705,Delavirdine,C0011603,Dermatitis
DB00705,Delavirdine,C0085932,Dermatitis bullous
DB00705,Delavirdine,C0011606,Dermatitis exfoliative
DB00705,Delavirdine,C0011649,Dermoid cyst
DB00705,Delavirdine,C0011991,Diarrhoea
DB00705,Delavirdine,C0012569,Diplopia
DB00705,Delavirdine,C0234215,Discomfort
DB00705,Delavirdine,C0233407,Disorientation
DB00705,Delavirdine,C0233414,Disturbance in attention
DB00705,Delavirdine,C0855242,Disturbance in sexual arousal
DB00705,Delavirdine,C0012813,Diverticulitis
DB00705,Delavirdine,C0012833,Dizziness
DB00705,Delavirdine,C0687133,Drug interaction
DB00705,Delavirdine,C0314719,Dry eye
DB00705,Delavirdine,C0043352,Dry mouth
DB00705,Delavirdine,C0151908,Dry skin
DB00705,Delavirdine,C0013298,Duodenitis
DB00705,Delavirdine,C0013378,Dysgeusia
DB00705,Delavirdine,C0013395,Dyspepsia
DB00705,Delavirdine,C0011168,Dysphagia
DB00705,Delavirdine,C0013404,Dyspnoea
DB00705,Delavirdine,C0013456,Ear pain
DB00705,Delavirdine,C0013491,Ecchymosis
DB00705,Delavirdine,C0014335,Enteritis
DB00705,Delavirdine,C0014457,Eosinophilia
DB00705,Delavirdine,C0014534,Epididymitis
DB00705,Delavirdine,C0014591,Epistaxis
DB00705,Delavirdine,C0242350,Erectile dysfunction
DB00705,Delavirdine,C0014724,Eructation
DB00705,Delavirdine,C0041834,Erythema
DB00705,Delavirdine,C0014742,Erythema multiforme
DB00705,Delavirdine,C0235146,Euphoric mood
DB00705,Delavirdine,C0015732,Faecal incontinence
DB00705,Delavirdine,C0856151,Fat redistribution
DB00705,Delavirdine,C0015672,Fatigue
DB00705,Delavirdine,C1443060,Feeling abnormal
DB00705,Delavirdine,C0016199,Flank pain
DB00705,Delavirdine,C0016204,Flatulence
DB00705,Delavirdine,C0016436,Folliculitis
DB00705,Delavirdine,C0011630,Fungal skin infection
DB00705,Delavirdine,C0016927,Gagging
DB00705,Delavirdine,C0017152,Gastritis
DB00705,Delavirdine,C0017160,Gastroenteritis
DB00705,Delavirdine,C0017178,Gastrointestinal disorder
DB00705,Delavirdine,C0017181,Gastrointestinal haemorrhage
DB00705,Delavirdine,C0687713,Gastrointestinal pain
DB00705,Delavirdine,C0017168,Gastrooesophageal reflux disease
DB00705,Delavirdine,C0017565,Gingival bleeding
DB00705,Delavirdine,C0017574,Gingivitis
DB00705,Delavirdine,C0017675,Glossitis
DB00705,Delavirdine,C1282609,Granulocytosis
DB00705,Delavirdine,C0018932,Haematochezia
DB00705,Delavirdine,C0149707,Haematospermia
DB00705,Delavirdine,C0018965,Haematuria
DB00705,Delavirdine,C0002878,Haemolytic anaemia
DB00705,Delavirdine,C0018524,Hallucination
DB00705,Delavirdine,C0018681,Headache
DB00705,Delavirdine,C0085605,Hepatic failure
DB00705,Delavirdine,C0019158,Hepatitis
DB00705,Delavirdine,C0019209,Hepatomegaly
DB00705,Delavirdine,C0019360,Herpes zoster
DB00705,Delavirdine,C0019521,Hiccups
DB00705,Delavirdine,C0020453,Hyperaesthesia
DB00705,Delavirdine,C0020433,Hyperbilirubinaemia
DB00705,Delavirdine,C0020456,Hyperglycaemia
DB00705,Delavirdine,C0020458,Hyperhidrosis
DB00705,Delavirdine,C0020461,Hyperkalaemia
DB00705,Delavirdine,C0151889,Hyperreflexia
DB00705,Delavirdine,C0020517,Hypersensitivity
DB00705,Delavirdine,C0020538,Hypertension
DB00705,Delavirdine,C0026826,Hypertonia
DB00705,Delavirdine,C0020557,Hypertriglyceridaemia
DB00705,Delavirdine,C0740394,Hyperuricaemia
DB00705,Delavirdine,C0020580,Hypoaesthesia
DB00705,Delavirdine,C0020598,Hypocalcaemia
DB00705,Delavirdine,C0020625,Hyponatraemia
DB00705,Delavirdine,C0085682,Hypophosphataemia
DB00705,Delavirdine,C0020649,Hypotension
DB00705,Delavirdine,C2047937,Ill-defined disorder
DB00705,Delavirdine,C0232461,Increased appetite
DB00705,Delavirdine,C0241379,Increased thirst
DB00705,Delavirdine,C0009450,Infection
DB00705,Delavirdine,C0021368,Inflammation
DB00705,Delavirdine,C0021400,Influenza
DB00705,Delavirdine,C3263723,Injury
DB00705,Delavirdine,C0917801,Insomnia
DB00705,Delavirdine,C0022346,Jaundice
DB00705,Delavirdine,C0023066,Laryngospasm
DB00705,Delavirdine,C0023380,Lethargy
DB00705,Delavirdine,C2973529,Leukocytoclastic vasculitis
DB00705,Delavirdine,C0023530,Leukopenia
DB00705,Delavirdine,C0011124,Libido decreased
DB00705,Delavirdine,C0541923,Lip oedema
DB00705,Delavirdine,C0549475,Lipase increased
DB00705,Delavirdine,C0398370,Lipoedema
DB00705,Delavirdine,C1262113,Lipohypertrophy
DB00705,Delavirdine,C0041657,Loss of consciousness
DB00705,Delavirdine,C0497156,Lymphadenopathy
DB00705,Delavirdine,C0231218,Malaise
DB00705,Delavirdine,C0162429,Malnutrition
DB00705,Delavirdine,C1306341,Mental disability
DB00705,Delavirdine,C0025874,Metrorrhagia
DB00705,Delavirdine,C0149931,Migraine
DB00705,Delavirdine,C0085633,Mood swings
DB00705,Delavirdine,C0149745,Mouth ulceration
DB00705,Delavirdine,C0037763,Muscle spasms
DB00705,Delavirdine,C0151786,Muscular weakness
DB00705,Delavirdine,C0948594,Musculoskeletal discomfort
DB00705,Delavirdine,C0948525,Musculoskeletal stiffness
DB00705,Delavirdine,C0231528,Myalgia
DB00705,Delavirdine,C0027339,Nail disorder
DB00705,Delavirdine,C0027497,Nausea
DB00705,Delavirdine,C0151315,Neck stiffness
DB00705,Delavirdine,C0027540,Necrosis
DB00705,Delavirdine,C0022658,Nephropathy
DB00705,Delavirdine,C0027769,Nervousness
DB00705,Delavirdine,C0442874,Neuropathy
DB00705,Delavirdine,C0031117,Neuropathy peripheral
DB00705,Delavirdine,C0027947,Neutropenia
DB00705,Delavirdine,C0028084,Nightmare
DB00705,Delavirdine,C0028734,Nocturia
DB00705,Delavirdine,C1320474,Nuchal rigidity
DB00705,Delavirdine,C0028738,Nystagmus
DB00705,Delavirdine,C0013604,Oedema
DB00705,Delavirdine,C0085649,Oedema peripheral
DB00705,Delavirdine,C0014868,Oesophagitis
DB00705,Delavirdine,C0029118,Opportunistic infection
DB00705,Delavirdine,C0020651,Orthostatic hypotension
DB00705,Delavirdine,C0029882,Otitis media
DB00705,Delavirdine,C0029944,Overdose
DB00705,Delavirdine,C0030193,Pain
DB00705,Delavirdine,C0520962,Pain localised
DB00705,Delavirdine,C0030232,Pallor
DB00705,Delavirdine,C0030252,Palpitations
DB00705,Delavirdine,C0030305,Pancreatitis
DB00705,Delavirdine,C0030312,Pancytopenia
DB00705,Delavirdine,C0030554,Paraesthesia
DB00705,Delavirdine,C0522224,Paralysis
DB00705,Delavirdine,C1510410,Parosmia
DB00705,Delavirdine,C0085096,Peripheral vascular disorder
DB00705,Delavirdine,C0031256,Petechiae
DB00705,Delavirdine,C0031350,Pharyngitis
DB00705,Delavirdine,C0085636,Photophobia
DB00705,Delavirdine,C0032285,Pneumonia
DB00705,Delavirdine,C0032519,Polymenorrhoea
DB00705,Delavirdine,C0032617,Polyuria
DB00705,Delavirdine,C0948586,Protein urine present
DB00705,Delavirdine,C0033687,Proteinuria
DB00705,Delavirdine,C0151872,Prothrombin level increased
DB00705,Delavirdine,C0033774,Pruritus
DB00705,Delavirdine,C0242073,Pulmonary congestion
DB00705,Delavirdine,C0034150,Purpura
DB00705,Delavirdine,C0015230,Rash
DB00705,Delavirdine,C0423791,Rash maculo-papular
DB00705,Delavirdine,C0085641,Rash pustular
DB00705,Delavirdine,C0034882,Rectal disorder
DB00705,Delavirdine,C0022660,Renal failure acute
DB00705,Delavirdine,C0558489,Renal pain
DB00705,Delavirdine,C0948349,Respiratory tract congestion
DB00705,Delavirdine,C0232602,Retching
DB00705,Delavirdine,C0035410,Rhabdomyolysis
DB00705,Delavirdine,C0035455,Rhinitis
DB00705,Delavirdine,C0037036,Salivary hypersecretion
DB00705,Delavirdine,C0036508,Seborrhoeic dermatitis
DB00705,Delavirdine,C0700225,Serum creatinine increased
DB00705,Delavirdine,C0036974,Shock
DB00705,Delavirdine,C0425946,Short period
DB00705,Delavirdine,C0037023,Sialoadenitis
DB00705,Delavirdine,C0221423,Sickness
DB00705,Delavirdine,C0037199,Sinusitis
DB00705,Delavirdine,C0037274,Skin disorder
DB00705,Delavirdine,C0237849,Skin exfoliation
DB00705,Delavirdine,C0151717,Skin hypertrophy
DB00705,Delavirdine,C0281981,Skin mass
DB00705,Delavirdine,C0037287,Skin nodule
DB00705,Delavirdine,C0347390,Skin papilloma
DB00705,Delavirdine,C2830004,Somnolence
DB00705,Delavirdine,C0037997,Spleen disorder
DB00705,Delavirdine,C0038325,Stevens-Johnson syndrome
DB00705,Delavirdine,C0038362,Stomatitis
DB00705,Delavirdine,C0700590,Sweating increased
DB00705,Delavirdine,C0038999,Swelling
DB00705,Delavirdine,C0039070,Syncope
DB00705,Delavirdine,C0039231,Tachycardia
DB00705,Delavirdine,C0151936,Tendon disorder
DB00705,Delavirdine,C0039520,Tenosynovitis
DB00705,Delavirdine,C0233494,Tension
DB00705,Delavirdine,C0039591,Testicular pain
DB00705,Delavirdine,C0039621,Tetany
DB00705,Delavirdine,C0039971,Thirst
DB00705,Delavirdine,C0040034,Thrombocytopenia
DB00705,Delavirdine,C2242996,Tingling sensation
DB00705,Delavirdine,C0040264,Tinnitus
DB00705,Delavirdine,C0040409,Tongue disorder
DB00705,Delavirdine,C0151610,Tongue oedema
DB00705,Delavirdine,C0518988,Tooth abscess
DB00705,Delavirdine,C0040460,Toothache
DB00705,Delavirdine,C0014518,Toxic epidermal necrolysis
DB00705,Delavirdine,C0043251,Trauma
DB00705,Delavirdine,C0040822,Tremor
DB00705,Delavirdine,C0041296,Tuberculosis
DB00705,Delavirdine,C0041582,Ulcer
DB00705,Delavirdine,C0041912,Upper respiratory tract infection
DB00705,Delavirdine,C0042029,Urinary tract infection
DB00705,Delavirdine,C1167965,Urine output increased
DB00705,Delavirdine,C0042109,Urticaria
DB00705,Delavirdine,C0006852,Vaginal moniliasis
DB00705,Delavirdine,C1368065,Vascular purpura
DB00705,Delavirdine,C0042401,Vasodilation
DB00705,Delavirdine,C1142412,Vasodilation procedure
DB00705,Delavirdine,C0042571,Vertigo
DB00705,Delavirdine,C0151883,Vesiculobullous rash
DB00705,Delavirdine,C0042769,Viral infection
DB00705,Delavirdine,C0344232,Vision blurred
DB00705,Delavirdine,C0042963,Vomiting
DB00705,Delavirdine,C0700345,Vulvovaginal candidiasis
DB00705,Delavirdine,C1609512,Vulvovaginal mycotic infection
DB00705,Delavirdine,C3665596,Warts
DB00705,Delavirdine,C0043094,Weight increased
DB00509,Dextrothyroxine,C0000729,Abdominal cramps
DB00509,Dextrothyroxine,C0000737,Abdominal pain
DB00509,Dextrothyroxine,C0948089,Acute coronary syndrome
DB00509,Dextrothyroxine,C0233472,Affect lability
DB00509,Dextrothyroxine,C0085631,Agitation
DB00509,Dextrothyroxine,C0002170,Alopecia
DB00509,Dextrothyroxine,C0002962,Angina pectoris
DB00509,Dextrothyroxine,C0002994,Angioedema
DB00509,Dextrothyroxine,C0003467,Anxiety
DB00509,Dextrothyroxine,C0003811,Arrhythmia
DB00509,Dextrothyroxine,C0003862,Arthralgia
DB00509,Dextrothyroxine,C0004093,Asthenia
DB00509,Dextrothyroxine,C0018213,Basedow's disease
DB00509,Dextrothyroxine,C0033845,Benign intracranial hypertension
DB00509,Dextrothyroxine,C0015967,Body temperature increased
DB00509,Dextrothyroxine,C0018790,Cardiac arrest
DB00509,Dextrothyroxine,C0018801,Cardiac failure
DB00509,Dextrothyroxine,C0018802,Cardiac failure congestive
DB00509,Dextrothyroxine,C0007780,Cerebral artery embolism
DB00509,Dextrothyroxine,C0008301,Choking
DB00509,Dextrothyroxine,C0009421,Coma
DB00509,Dextrothyroxine,C0009676,Confusional state
DB00509,Dextrothyroxine,C0036572,Convulsion
DB00509,Dextrothyroxine,C0010278,Craniosynostosis
DB00509,Dextrothyroxine,C0011175,Dehydration
DB00509,Dextrothyroxine,C0011603,Dermatitis
DB00509,Dextrothyroxine,C0011991,Diarrhoea
DB00509,Dextrothyroxine,C0233407,Disorientation
DB00509,Dextrothyroxine,C0011168,Dysphagia
DB00509,Dextrothyroxine,C0013404,Dyspnoea
DB00509,Dextrothyroxine,C0014571,Epiphysiolysis
DB00509,Dextrothyroxine,C0015672,Fatigue
DB00509,Dextrothyroxine,C1443060,Feeling abnormal
DB00509,Dextrothyroxine,C0235395,Fluid loss
DB00509,Dextrothyroxine,C0016382,Flushing
DB00509,Dextrothyroxine,C0016927,Gagging
DB00509,Dextrothyroxine,C0687713,Gastrointestinal pain
DB00509,Dextrothyroxine,C0018681,Headache
DB00509,Dextrothyroxine,C0231274,Heat intolerance
DB00509,Dextrothyroxine,C0020458,Hyperhidrosis
DB00509,Dextrothyroxine,C0424295,Hyperkinesia
DB00509,Dextrothyroxine,C0020550,Hyperthyroidism
DB00509,Dextrothyroxine,C0020615,Hypoglycaemia
DB00509,Dextrothyroxine,C0232461,Increased appetite
DB00509,Dextrothyroxine,C0021359,Infertility
DB00509,Dextrothyroxine,C0917801,Insomnia
DB00509,Dextrothyroxine,C0022107,Irritability
DB00509,Dextrothyroxine,C0156404,Menstruation irregular
DB00509,Dextrothyroxine,C0085633,Mood swings
DB00509,Dextrothyroxine,C0151786,Muscular weakness
DB00509,Dextrothyroxine,C0948594,Musculoskeletal discomfort
DB00509,Dextrothyroxine,C0027051,Myocardial infarction
DB00509,Dextrothyroxine,C0027497,Nausea
DB00509,Dextrothyroxine,C0027769,Nervousness
DB00509,Dextrothyroxine,C0030252,Palpitations
DB00509,Dextrothyroxine,C0033774,Pruritus
DB00509,Dextrothyroxine,C0015230,Rash
DB00509,Dextrothyroxine,C0232602,Retching
DB00509,Dextrothyroxine,C0036830,Serum sickness
DB00509,Dextrothyroxine,C0036974,Shock
DB00509,Dextrothyroxine,C0149887,Slipped femoral capital epiphysis
DB00509,Dextrothyroxine,C0038990,Sweating
DB00509,Dextrothyroxine,C0700590,Sweating increased
DB00509,Dextrothyroxine,C0039231,Tachycardia
DB00509,Dextrothyroxine,C1112320,Temperature intolerance
DB00509,Dextrothyroxine,C0233494,Tension
DB00509,Dextrothyroxine,C0040822,Tremor
DB00509,Dextrothyroxine,C0042109,Urticaria
DB00509,Dextrothyroxine,C0042963,Vomiting
DB00509,Dextrothyroxine,C0043096,Weight decreased
DB00509,Dextrothyroxine,C0043144,Wheezing
DB00900,Didanosine,C0000737,Abdominal pain
DB00900,Didanosine,C0232492,Abdominal pain upper
DB00900,Didanosine,C0001175,Acquired immunodeficiency syndrome
DB00900,Didanosine,C0001824,Agranulocytosis
DB00900,Didanosine,C0750857,Alkaline phosphatase serum increased
DB00900,Didanosine,C0002170,Alopecia
DB00900,Didanosine,C0151479,Amylase increased
DB00900,Didanosine,C0002871,Anaemia
DB00900,Didanosine,C0002792,Anaphylactic shock
DB00900,Didanosine,C0340865,Anaphylactoid reaction
DB00900,Didanosine,C0003123,Anorexia
DB00900,Didanosine,C0003862,Arthralgia
DB00900,Didanosine,C0004093,Asthenia
DB00900,Didanosine,C0004364,Autoimmune disorder
DB00900,Didanosine,C0852911,Blood alkaline phosphatase increased
DB00900,Didanosine,C0018939,Blood disorder
DB00900,Didanosine,C0235416,Blood uric acid increased
DB00900,Didanosine,C0015967,Body temperature increased
DB00900,Didanosine,C0006147,Breast feeding
DB00900,Didanosine,C0520573,Buffalo hump
DB00900,Didanosine,C0085593,Chills
DB00900,Didanosine,C0232462,Decreased appetite
DB00900,Didanosine,C0011603,Dermatitis
DB00900,Didanosine,C0011849,Diabetes mellitus
DB00900,Didanosine,C0011991,Diarrhoea
DB00900,Didanosine,C0234215,Discomfort
DB00900,Didanosine,C0687133,Drug interaction
DB00900,Didanosine,C0314719,Dry eye
DB00900,Didanosine,C0043352,Dry mouth
DB00900,Didanosine,C0013395,Dyspepsia
